08:11:96:ef:0c:ac,-13,1449711542.6480069
a0:88:b4:ba:0e:fc,-35,1449711542.6480069
08:11:96:ef:0c:ac,-13,1449711544.3867431
a0:88:b4:ba:0e:fc,-37,1449711544.3867431
08:11:96:ef:0c:ac,-14,1449711546.136579
a0:88:b4:ba:0e:fc,-36,1449711546.136579
08:11:96:ef:0c:ac,-14,1449711547.8880291
a0:88:b4:ba:0e:fc,-37,1449711547.8880291
08:11:96:ef:0c:ac,-13,1449711549.6577721
a0:88:b4:ba:0e:fc,-35,1449711549.6577721
08:11:96:ef:0c:ac,-13,1449711551.3992469
a0:88:b4:ba:0e:fc,-33,1449711551.3992469
08:11:96:ef:0c:ac,-15,1449711553.1440029
a0:88:b4:ba:0e:fc,-33,1449711553.1440029
08:11:96:ef:0c:ac,-13,1449711554.8882461
a0:88:b4:ba:0e:fc,-33,1449711554.8882461
08:11:96:ef:0c:ac,-13,1449711556.6226251
a0:88:b4:ba:0e:fc,-34,1449711556.6226251
08:11:96:ef:0c:ac,-12,1449711558.368973
a0:88:b4:ba:0e:fc,-38,1449711558.368973
08:11:96:ef:0c:ac,-13,1449711560.1236949
a0:88:b4:ba:0e:fc,-38,1449711560.1236949
08:11:96:ef:0c:ac,-12,1449711561.8768361
a0:88:b4:ba:0e:fc,-37,1449711561.8768361
08:11:96:ef:0c:ac,-13,1449711563.612215
a0:88:b4:ba:0e:fc,-38,1449711563.612215
08:11:96:ef:0c:ac,-13,1449711565.3642981
a0:88:b4:ba:0e:fc,-35,1449711565.3642981
08:11:96:ef:0c:ac,-12,1449711567.115561
a0:88:b4:ba:0e:fc,-37,1449711567.115561
08:11:96:ef:0c:ac,-12,1449711568.859154
a0:88:b4:ba:0e:fc,-37,1449711568.859154
08:11:96:ef:0c:ac,-12,1449711570.590986
a0:88:b4:ba:0e:fc,-38,1449711570.590986
08:11:96:ef:0c:ac,-12,1449711572.332319
a0:88:b4:ba:0e:fc,-36,1449711572.332319
08:11:96:ef:0c:ac,-13,1449711574.1045351
a0:88:b4:ba:0e:fc,-37,1449711574.1045351
08:11:96:ef:0c:ac,-12,1449711575.852217
a0:88:b4:ba:0e:fc,-38,1449711575.852217
08:11:96:ef:0c:ac,-12,1449711577.5962529
a0:88:b4:ba:0e:fc,-38,1449711577.5962529
08:11:96:ef:0c:ac,-13,1449711579.3445361
a0:88:b4:ba:0e:fc,-38,1449711579.3445361
08:11:96:ef:0c:ac,-12,1449711581.0870099
a0:88:b4:ba:0e:fc,-37,1449711581.0870099
08:11:96:ef:0c:ac,-13,1449711582.8437879
a0:88:b4:ba:0e:fc,-37,1449711582.8437879
08:11:96:ef:0c:ac,-13,1449711584.59431
a0:88:b4:ba:0e:fc,-39,1449711584.59431
08:11:96:ef:0c:ac,-12,1449711586.321255
a0:88:b4:ba:0e:fc,-37,1449711586.321255
08:11:96:ef:0c:ac,-13,1449711588.1432371
a0:88:b4:ba:0e:fc,-38,1449711588.1432371
a0:88:b4:ba:0e:fc,-45,1449718947.563098
a0:88:b4:ba:0e:fc,-80,1449718950.3800621
a0:88:b4:ba:0e:fc,-44,1449718953.276818
a0:88:b4:ba:0e:fc,-45,1449718956.1237881
a0:88:b4:ba:0e:fc,-49,1449718958.9745171
a0:88:b4:ba:0e:fc,-45,1449718963.8325319
a0:88:b4:ba:0e:fc,-46,1449718968.6204491
a0:88:b4:ba:0e:fc,-45,1449718973.6122949
08:11:96:ef:0c:ac,-35,1449718973.6122949
a0:88:b4:ba:0e:fc,-34,1449718979.845315
08:11:96:ef:0c:ac,-37,1449718979.845315
a0:88:b4:ba:0e:fc,-45,1449718985.583544
08:11:96:ef:0c:ac,-36,1449718985.583544
a0:88:b4:ba:0e:fc,-46,1449718991.3485279
08:11:96:ef:0c:ac,-36,1449718991.3485279
a0:88:b4:ba:0e:fc,-45,1449718997.09288
08:11:96:ef:0c:ac,-37,1449718997.09288
a0:88:b4:ba:0e:fc,-50,1449719002.8596621
08:11:96:ef:0c:ac,-37,1449719002.8596621
a0:88:b4:ba:0e:fc,-45,1449719038.325685
08:11:96:ef:0c:ac,-35,1449719038.325685
a0:88:b4:ba:0e:fc,-45,1449719043.769238
08:11:96:ef:0c:ac,-36,1449719043.769238
a0:88:b4:ba:0e:fc,-49,1449719049.2522149
08:11:96:ef:0c:ac,-37,1449719049.2522149
a0:88:b4:ba:0e:fc,-75,1449719054.7197399
08:11:96:ef:0c:ac,-37,1449719054.7197399
a0:88:b4:ba:0e:fc,-44,1449719060.200011
08:11:96:ef:0c:ac,-36,1449719060.200011
a0:88:b4:ba:0e:fc,-46,1449719065.64417
08:11:96:ef:0c:ac,-40,1449719065.64417
a0:88:b4:ba:0e:fc,-44,1449719111.771744
08:11:96:ef:0c:ac,-40,1449719111.771744
a0:88:b4:ba:0e:fc,-43,1449719117.230336
08:11:96:ef:0c:ac,-40,1449719117.230336
a0:88:b4:ba:0e:fc,-49,1449719172.4049029
08:11:96:ef:0c:ac,-40,1449719172.4049029
a0:88:b4:ba:0e:fc,-49,1449719177.907726
08:11:96:ef:0c:ac,-42,1449719177.907726
a0:88:b4:ba:0e:fc,-88,1449719183.403137
08:11:96:ef:0c:ac,-40,1449719183.403137
a0:88:b4:ba:0e:fc,-44,1449719188.8974099
08:11:96:ef:0c:ac,-40,1449719188.8974099
a0:88:b4:ba:0e:fc,-44,1449719194.403614
08:11:96:ef:0c:ac,-40,1449719194.403614
a0:88:b4:ba:0e:fc,-44,1449719199.873044
08:11:96:ef:0c:ac,-41,1449719199.873044
a0:88:b4:ba:0e:fc,-74,1449719205.326108
08:11:96:ef:0c:ac,-40,1449719205.326108
a0:88:b4:ba:0e:fc,-45,1449719210.809474
08:11:96:ef:0c:ac,-40,1449719210.809474
a0:88:b4:ba:0e:fc,-82,1449719216.3015499
08:11:96:ef:0c:ac,-41,1449719216.3015499
a0:88:b4:ba:0e:fc,-75,1449719221.7851951
08:11:96:ef:0c:ac,-40,1449719221.7851951
a0:88:b4:ba:0e:fc,-78,1449719227.2707009
08:11:96:ef:0c:ac,-41,1449719227.2707009
a0:88:b4:ba:0e:fc,-44,1449719232.7677031
08:11:96:ef:0c:ac,-42,1449719232.7677031
a0:88:b4:ba:0e:fc,-55,1449719238.25191
08:11:96:ef:0c:ac,-42,1449719238.25191
a0:88:b4:ba:0e:fc,-50,1449719243.730768
08:11:96:ef:0c:ac,-43,1449719243.730768
a0:88:b4:ba:0e:fc,-45,1449719249.2075369
08:11:96:ef:0c:ac,-29,1449719249.2075369
a0:88:b4:ba:0e:fc,-79,1449719254.704165
08:11:96:ef:0c:ac,-30,1449719254.704165
a0:88:b4:ba:0e:fc,-44,1449719260.186892
08:11:96:ef:0c:ac,-30,1449719260.186892
a0:88:b4:ba:0e:fc,-43,1449719265.7008231
08:11:96:ef:0c:ac,-29,1449719265.7008231
a0:88:b4:ba:0e:fc,-44,1449719271.2061739
08:11:96:ef:0c:ac,-30,1449719271.2061739
a0:88:b4:ba:0e:fc,-43,1449719276.7085209
08:11:96:ef:0c:ac,-30,1449719276.7085209
a0:88:b4:ba:0e:fc,-43,1449719282.2226939
08:11:96:ef:0c:ac,-30,1449719282.2226939
a0:88:b4:ba:0e:fc,-44,1449719287.953083
08:11:96:ef:0c:ac,-27,1449719287.953083
a0:88:b4:ba:0e:fc,-69,1449719293.4583671
08:11:96:ef:0c:ac,-30,1449719293.4583671
a0:88:b4:ba:0e:fc,-57,1449719298.93782
08:11:96:ef:0c:ac,-30,1449719298.93782
a0:88:b4:ba:0e:fc,-59,1449719304.410481
08:11:96:ef:0c:ac,-30,1449719304.410481
a0:88:b4:ba:0e:fc,-58,1449719309.8923399
08:11:96:ef:0c:ac,-30,1449719309.8923399
a0:88:b4:ba:0e:fc,-56,1449719315.378643
08:11:96:ef:0c:ac,-31,1449719315.378643
a0:88:b4:ba:0e:fc,-58,1449719320.879056
08:11:96:ef:0c:ac,-30,1449719320.879056
a0:88:b4:ba:0e:fc,-57,1449719326.3696561
08:11:96:ef:0c:ac,-32,1449719326.3696561
a0:88:b4:ba:0e:fc,-58,1449719331.894124
08:11:96:ef:0c:ac,-30,1449719331.894124
a0:88:b4:ba:0e:fc,-58,1449719337.369755
08:11:96:ef:0c:ac,-31,1449719337.369755
a0:88:b4:ba:0e:fc,-59,1449719342.8343761
08:11:96:ef:0c:ac,-32,1449719342.8343761
a0:88:b4:ba:0e:fc,-57,1449719348.3455839
08:11:96:ef:0c:ac,-30,1449719348.3455839
a0:88:b4:ba:0e:fc,-58,1449719353.8199301
08:11:96:ef:0c:ac,-30,1449719353.8199301
a0:88:b4:ba:0e:fc,-60,1449719359.513128
08:11:96:ef:0c:ac,-33,1449719359.513128
a0:88:b4:ba:0e:fc,-59,1449719365.056062
08:11:96:ef:0c:ac,-44,1449719365.056062
a0:88:b4:ba:0e:fc,-58,1449719370.558512
08:11:96:ef:0c:ac,-35,1449719370.558512
a0:88:b4:ba:0e:fc,-53,1449719376.054559
08:11:96:ef:0c:ac,-59,1449719376.054559
a0:88:b4:ba:0e:fc,-58,1449719381.6088481
08:11:96:ef:0c:ac,-49,1449719381.6088481
a0:88:b4:ba:0e:fc,-58,1449719387.0893309
08:11:96:ef:0c:ac,-59,1449719387.0893309
a0:88:b4:ba:0e:fc,-59,1449719392.5892899
08:11:96:ef:0c:ac,-54,1449719392.5892899
a0:88:b4:ba:0e:fc,-58,1449719398.0989211
08:11:96:ef:0c:ac,-55,1449719398.0989211
a0:88:b4:ba:0e:fc,-55,1449719403.5688181
08:11:96:ef:0c:ac,-53,1449719403.5688181
a0:88:b4:ba:0e:fc,-56,1449719409.0816519
08:11:96:ef:0c:ac,-48,1449719409.0816519
a0:88:b4:ba:0e:fc,-57,1449719414.5454271
08:11:96:ef:0c:ac,-48,1449719414.5454271
a0:88:b4:ba:0e:fc,-56,1449719420.0613959
08:11:96:ef:0c:ac,-49,1449719420.0613959
a0:88:b4:ba:0e:fc,-58,1449719425.5640891
08:11:96:ef:0c:ac,-48,1449719425.5640891
a0:88:b4:ba:0e:fc,-56,1449719431.04932
08:11:96:ef:0c:ac,-55,1449719431.04932
a0:88:b4:ba:0e:fc,-57,1449719436.5170081
08:11:96:ef:0c:ac,-54,1449719436.5170081
a0:88:b4:ba:0e:fc,-57,1449719441.9874859
08:11:96:ef:0c:ac,-49,1449719441.9874859
a0:88:b4:ba:0e:fc,-58,1449719447.4887149
08:11:96:ef:0c:ac,-55,1449719447.4887149
a0:88:b4:ba:0e:fc,-55,1449719452.968255
08:11:96:ef:0c:ac,-54,1449719452.968255
a0:88:b4:ba:0e:fc,-58,1449719458.4487951
08:11:96:ef:0c:ac,-53,1449719458.4487951
a0:88:b4:ba:0e:fc,-56,1449719463.858943
08:11:96:ef:0c:ac,-54,1449719463.858943
a0:88:b4:ba:0e:fc,-58,1449719469.3149819
08:11:96:ef:0c:ac,-48,1449719469.3149819
a0:88:b4:ba:0e:fc,-57,1449719474.8700471
08:11:96:ef:0c:ac,-54,1449719474.8700471
a0:88:b4:ba:0e:fc,-56,1449719480.3182881
08:11:96:ef:0c:ac,-54,1449719480.3182881
a0:88:b4:ba:0e:fc,-56,1449719485.7817171
08:11:96:ef:0c:ac,-54,1449719485.7817171
a0:88:b4:ba:0e:fc,-57,1449719491.236388
08:11:96:ef:0c:ac,-46,1449719491.236388
a0:88:b4:ba:0e:fc,-56,1449719496.7233591
08:11:96:ef:0c:ac,-47,1449719496.7233591
a0:88:b4:ba:0e:fc,-56,1449719502.1940179
08:11:96:ef:0c:ac,-46,1449719502.1940179
a0:88:b4:ba:0e:fc,-56,1449719507.731384
08:11:96:ef:0c:ac,-47,1449719507.731384
a0:88:b4:ba:0e:fc,-55,1449719513.292516
08:11:96:ef:0c:ac,-46,1449719513.292516
a0:88:b4:ba:0e:fc,-56,1449719518.8551991
08:11:96:ef:0c:ac,-48,1449719518.8551991
a0:88:b4:ba:0e:fc,-58,1449719524.4318571
08:11:96:ef:0c:ac,-48,1449719524.4318571
a0:88:b4:ba:0e:fc,-58,1449719529.9790959
08:11:96:ef:0c:ac,-48,1449719529.9790959
a0:88:b4:ba:0e:fc,-58,1449719535.557652
08:11:96:ef:0c:ac,-45,1449719535.557652
a0:88:b4:ba:0e:fc,-56,1449719541.107852
08:11:96:ef:0c:ac,-46,1449719541.107852
a0:88:b4:ba:0e:fc,-57,1449719546.707787
08:11:96:ef:0c:ac,-48,1449719546.707787
a0:88:b4:ba:0e:fc,-77,1449719552.294663
08:11:96:ef:0c:ac,-48,1449719552.294663
a0:88:b4:ba:0e:fc,-55,1449719557.926302
08:11:96:ef:0c:ac,-53,1449719557.926302
a0:88:b4:ba:0e:fc,-56,1449719563.457191
08:11:96:ef:0c:ac,-46,1449719563.457191
a0:88:b4:ba:0e:fc,-57,1449719568.9999969
08:11:96:ef:0c:ac,-47,1449719568.9999969
a0:88:b4:ba:0e:fc,-56,1449719574.52808
08:11:96:ef:0c:ac,-45,1449719574.52808
a0:88:b4:ba:0e:fc,-56,1449719580.060679
08:11:96:ef:0c:ac,-43,1449719580.060679
a0:88:b4:ba:0e:fc,-58,1449719585.6340449
08:11:96:ef:0c:ac,-46,1449719585.6340449
a0:88:b4:ba:0e:fc,-43,1449719591.4047101
08:11:96:ef:0c:ac,-47,1449719591.4047101
a0:88:b4:ba:0e:fc,-59,1449719596.941359
08:11:96:ef:0c:ac,-52,1449719596.941359
a0:88:b4:ba:0e:fc,-57,1449719602.4851699
08:11:96:ef:0c:ac,-49,1449719602.4851699
a0:88:b4:ba:0e:fc,-56,1449719608.047684
08:11:96:ef:0c:ac,-47,1449719608.047684
a0:88:b4:ba:0e:fc,-58,1449719613.6126399
08:11:96:ef:0c:ac,-49,1449719613.6126399
a0:88:b4:ba:0e:fc,-58,1449719619.1645701
08:11:96:ef:0c:ac,-48,1449719619.1645701
a0:88:b4:ba:0e:fc,-56,1449719624.6826789
08:11:96:ef:0c:ac,-48,1449719624.6826789
a0:88:b4:ba:0e:fc,-56,1449719630.238961
08:11:96:ef:0c:ac,-47,1449719630.238961
a0:88:b4:ba:0e:fc,-59,1449719635.8079381
08:11:96:ef:0c:ac,-48,1449719635.8079381
a0:88:b4:ba:0e:fc,-57,1449719641.3920641
08:11:96:ef:0c:ac,-46,1449719641.3920641
a0:88:b4:ba:0e:fc,-57,1449719646.9449689
08:11:96:ef:0c:ac,-46,1449719646.9449689
a0:88:b4:ba:0e:fc,-57,1449719652.522099
08:11:96:ef:0c:ac,-46,1449719652.522099
a0:88:b4:ba:0e:fc,-59,1449719658.0546811
08:11:96:ef:0c:ac,-46,1449719658.0546811
a0:88:b4:ba:0e:fc,-79,1449719663.5949399
08:11:96:ef:0c:ac,-46,1449719663.5949399
a0:88:b4:ba:0e:fc,-58,1449719669.1270051
08:11:96:ef:0c:ac,-46,1449719669.1270051
a0:88:b4:ba:0e:fc,-77,1449719674.6781759
08:11:96:ef:0c:ac,-46,1449719674.6781759
a0:88:b4:ba:0e:fc,-57,1449719680.205838
08:11:96:ef:0c:ac,-48,1449719680.205838
a0:88:b4:ba:0e:fc,-57,1449719685.81498
08:11:96:ef:0c:ac,-47,1449719685.81498
a0:88:b4:ba:0e:fc,-56,1449719691.3634219
08:11:96:ef:0c:ac,-46,1449719691.3634219
a0:88:b4:ba:0e:fc,-56,1449719696.8984201
08:11:96:ef:0c:ac,-54,1449719696.8984201
a0:88:b4:ba:0e:fc,-56,1449719702.431221
08:11:96:ef:0c:ac,-48,1449719702.431221
a0:88:b4:ba:0e:fc,-56,1449719707.9389789
08:11:96:ef:0c:ac,-46,1449719707.9389789
a0:88:b4:ba:0e:fc,-57,1449719713.4790421
08:11:96:ef:0c:ac,-46,1449719713.4790421
a0:88:b4:ba:0e:fc,-58,1449719718.9995971
08:11:96:ef:0c:ac,-46,1449719718.9995971
a0:88:b4:ba:0e:fc,-57,1449719724.5277791
08:11:96:ef:0c:ac,-46,1449719724.5277791
a0:88:b4:ba:0e:fc,-56,1449719730.0404761
08:11:96:ef:0c:ac,-46,1449719730.0404761
a0:88:b4:ba:0e:fc,-57,1449719735.6562419
08:11:96:ef:0c:ac,-46,1449719735.6562419
a0:88:b4:ba:0e:fc,-56,1449719741.242712
08:11:96:ef:0c:ac,-45,1449719741.242712
a0:88:b4:ba:0e:fc,-56,1449719746.8215511
08:11:96:ef:0c:ac,-44,1449719746.8215511
a0:88:b4:ba:0e:fc,-58,1449719752.428149
08:11:96:ef:0c:ac,-45,1449719752.428149
a0:88:b4:ba:0e:fc,-79,1449719758.0168159
08:11:96:ef:0c:ac,-46,1449719758.0168159
a0:88:b4:ba:0e:fc,-58,1449719763.5723131
08:11:96:ef:0c:ac,-46,1449719763.5723131
